Session_ID,Station_ID,Vehicle_ID,Start_Time,End_Time,Energy_Consumed_kWh,Payment_Amount,Charging_Mode,Session_Status
904844,27887,67259,5/30/2024 17:45,5/30/2024 20:00,18.74,289.04,Normal,Scheduled
904845,23221,53778,8/5/2024 21:48,8/5/2024 23:34,39.25,490.89,Fast,Interrupted
904846,18437,50329,4/10/2023 11:24,4/10/2023 13:40,44.34,794.29,Fast,Completed
904847,19070,51510,10/12/2023 23:25,10/12/2023 23:59,59.34,761.72,Trickle,Interrupted
904848,28876,56920,8/19/2024 17:00,8/19/2024 18:42,6.75,92.17,Normal,Scheduled
904849,29635,54109,11/27/2024 18:28,11/27/2024 19:09,9.13,108.86,Fast,Interrupted
904850,27508,66169,2/28/2025 4:10,2/28/2025 6:42,8.26,189.88,Trickle,Scheduled
904851,23536,69533,4/18/2023 8:08,4/18/2023 8:49,59.43,1421.89,Trickle,Completed
904852,26298,51593,11/11/2023 12:47,11/11/2023 14:42,25.46,382.97,Fast,Interrupted
904853,11288,64339,4/12/2024 20:52,4/12/2024 22:00,55.75,1314.96,Trickle,Interrupted
904854,12371,62680,5/25/2024 8:11,5/25/2024 9:07,26.66,507.44,Normal,Scheduled
904855,12110,65010,3/22/2025 5:54,3/22/2025 8:37,46.43,1095.53,Fast,Completed
904856,29051,64742,8/14/2023 23:20,8/15/2023 1:26,30.49,727.16,Trickle,Completed
904857,21854,60465,5/12/2023 21:39,5/12/2023 23:29,30.18,304.63,Fast,Interrupted
904858,29486,66988,1/19/2024 14:41,1/19/2024 16:26,32.92,397.59,Fast,Interrupted
904859,21766,64584,3/3/2024 23:40,3/4/2024 2:34,18.37,365.41,Trickle,Completed
904860,16509,51355,8/9/2023 17:08,8/9/2023 17:59,24.1,422.06,Fast,Completed
904861,22346,67217,3/5/2024 18:27,3/5/2024 21:23,42.47,673.81,Normal,Completed
904862,28101,64081,8/1/2024 8:14,8/1/2024 10:17,31.15,322.1,Fast,Scheduled
904863,15798,65891,9/17/2023 12:57,9/17/2023 15:03,15.45,239.81,Trickle,Scheduled
904864,26822,65730,8/29/2024 6:07,8/29/2024 7:53,10.41,191.99,Trickle,Interrupted
904865,28845,61093,6/11/2023 10:45,6/11/2023 12:25,12.69,147.32,Trickle,Interrupted
904866,21598,69769,11/2/2024 14:31,11/2/2024 16:14,20.49,253.37,Normal,Completed
904867,19144,51249,3/18/2024 22:34,3/19/2024 0:34,39.06,783.69,Trickle,Completed
904868,18664,63808,10/4/2023 1:15,10/4/2023 3:36,39.28,614.4,Trickle,Completed
904869,24426,60732,12/7/2024 14:41,12/7/2024 16:38,49.56,1174.92,Trickle,Scheduled
904870,25207,55357,2/18/2023 19:16,2/18/2023 21:00,19.1,324.11,Normal,Completed
904871,29699,56531,8/18/2023 1:25,8/18/2023 2:04,37.71,417.24,Trickle,Interrupted
904872,23802,51586,1/31/2024 5:07,1/31/2024 6:13,47.43,1093.8,Trickle,Scheduled
904873,11602,64163,12/2/2024 5:07,12/2/2024 5:53,55.5,1272.58,Fast,Scheduled
904874,26190,52203,6/21/2023 12:43,6/21/2023 13:19,46.64,519.9,Normal,Scheduled
904875,10314,50414,7/31/2024 4:40,7/31/2024 6:58,27.49,511.43,Trickle,Completed
904876,24658,51835,11/6/2024 6:04,11/6/2024 8:55,55.4,791.63,Trickle,Interrupted
904877,20594,62592,1/13/2025 20:17,1/13/2025 21:08,53.9,766.59,Normal,Interrupted
904878,21902,62683,8/26/2024 21:20,8/26/2024 23:34,6.81,74.94,Normal,Scheduled
904879,18898,55645,8/23/2024 0:16,8/23/2024 2:36,59.07,1443.85,Trickle,Scheduled
904880,14163,65570,3/21/2024 5:50,3/21/2024 8:46,25.21,331.85,Normal,Interrupted
904881,27795,66406,7/29/2023 18:06,7/29/2023 18:47,7.31,103.53,Normal,Interrupted
904882,16065,59394,3/2/2025 13:26,3/2/2025 14:15,23.12,573.15,Fast,Scheduled
904883,12526,55683,3/17/2025 4:56,3/17/2025 7:28,49.72,520.99,Trickle,Interrupted
904884,24405,62805,4/20/2023 13:51,4/20/2023 15:26,50.06,1054.21,Trickle,Completed
904885,25164,54192,11/8/2024 20:09,11/8/2024 20:55,12.95,319.39,Fast,Completed
904886,11969,66296,3/12/2024 16:22,3/12/2024 17:40,25.22,547.81,Normal,Interrupted
904887,13144,65111,2/24/2024 1:46,2/24/2024 3:30,51.19,796.42,Fast,Completed
904888,24869,57775,12/22/2023 7:31,12/22/2023 8:57,48.97,737.71,Normal,Completed
904889,13801,58424,6/2/2023 2:13,6/2/2023 2:49,53.72,574.84,Fast,Completed
904890,16174,51928,5/7/2023 21:04,5/7/2023 22:27,56.53,643.79,Trickle,Completed
904891,29527,50309,4/29/2023 17:59,4/29/2023 20:16,46.86,1077.9,Fast,Interrupted
904892,11515,54543,1/7/2023 1:26,1/7/2023 3:39,52.8,876.78,Fast,Completed
904893,12866,51443,1/9/2024 13:50,1/9/2024 16:17,51.1,1002.61,Fast,Interrupted
904894,15183,52784,9/25/2023 3:19,9/25/2023 3:49,58.36,1035.53,Normal,Completed
904895,11054,51043,7/14/2024 6:06,7/14/2024 7:17,55.06,1180.64,Normal,Interrupted
904896,29174,65603,4/16/2024 1:45,4/16/2024 4:26,50.79,1175.73,Fast,Interrupted
904897,21845,51623,3/31/2023 19:24,3/31/2023 21:57,50.95,718.23,Fast,Scheduled
904898,19150,62896,2/5/2023 19:22,2/5/2023 20:41,33.91,780.34,Normal,Scheduled
904899,11058,64455,7/20/2024 15:59,7/20/2024 18:08,48.52,927.92,Fast,Scheduled
904900,15537,63143,11/8/2023 23:50,11/9/2023 1:42,42.73,774.74,Fast,Scheduled
904901,15558,58797,2/25/2025 11:03,2/25/2025 13:51,7.18,166.81,Fast,Completed
904902,23025,52841,2/24/2025 0:12,2/24/2025 2:27,33.92,785.77,Trickle,Interrupted
904903,16234,68122,1/28/2025 10:55,1/28/2025 11:48,39.97,768.95,Normal,Scheduled
904904,21281,67580,12/1/2024 0:31,12/1/2024 3:01,41.95,1024.76,Trickle,Completed
904905,25394,67297,5/16/2024 13:02,5/16/2024 15:08,9.32,174.02,Trickle,Interrupted
904906,19194,54687,11/2/2023 0:44,11/2/2023 1:16,12.49,282.24,Trickle,Completed
904907,25147,69720,8/29/2023 18:37,8/29/2023 20:31,57.3,804.08,Fast,Completed
904908,26571,68897,2/14/2023 23:24,2/15/2023 2:19,14.18,149.06,Fast,Completed
904909,14576,60173,7/4/2023 3:37,7/4/2023 4:30,26.31,580.35,Normal,Completed
904910,18686,59535,11/15/2023 23:43,11/16/2023 0:20,24.33,428.44,Fast,Interrupted
904911,25317,64633,5/22/2023 23:20,5/22/2023 23:53,37.97,719.15,Normal,Interrupted
904912,28988,62221,7/29/2024 8:06,7/29/2024 9:46,22.25,224.06,Normal,Scheduled
904913,26633,60171,9/30/2023 9:31,9/30/2023 12:21,24.26,450.25,Normal,Completed
904914,16272,61601,4/21/2024 16:01,4/21/2024 17:45,9.66,98.9,Trickle,Scheduled
904915,16290,60672,1/11/2025 13:31,1/11/2025 15:07,59.79,979.07,Trickle,Completed
904916,22981,53076,2/16/2025 9:00,2/16/2025 9:55,35.94,671.74,Normal,Scheduled
904917,22696,65401,2/8/2025 15:40,2/8/2025 16:59,26.37,498.58,Normal,Completed
904918,25590,57430,7/1/2023 15:40,7/1/2023 16:40,8.42,115.85,Trickle,Completed
904919,10676,63772,4/16/2023 22:36,4/17/2023 0:46,33.34,695.19,Trickle,Completed
904920,12359,60140,4/10/2023 9:59,4/10/2023 12:09,57.19,884.12,Trickle,Scheduled
904921,22689,66327,11/22/2024 15:06,11/22/2024 17:18,26.83,557.31,Fast,Scheduled
904922,26465,63267,8/12/2023 5:42,8/12/2023 7:31,14.78,189.54,Trickle,Interrupted
904923,20386,69637,11/22/2023 6:49,11/22/2023 7:40,50.49,615.25,Fast,Scheduled
904924,19397,63108,10/16/2023 6:32,10/16/2023 8:57,45.24,715.15,Fast,Interrupted
904925,24861,55916,2/8/2023 6:21,2/8/2023 9:15,27.35,378.33,Trickle,Interrupted
904926,17818,65124,3/23/2024 3:59,3/23/2024 5:10,59.32,1048.34,Normal,Scheduled
904927,12152,68331,5/6/2024 15:54,5/6/2024 18:03,29.16,434.37,Normal,Interrupted
904928,28246,57075,7/27/2023 18:31,7/27/2023 19:47,52.92,992.47,Normal,Interrupted
904929,23866,69467,10/15/2023 3:54,10/15/2023 6:34,7.44,90.99,Trickle,Scheduled
904930,15139,56646,7/27/2024 22:12,7/28/2024 0:36,22.63,293.45,Normal,Completed
904931,24964,60338,4/6/2023 21:06,4/6/2023 22:29,35.4,845.88,Fast,Completed
904932,25240,62078,7/7/2024 3:40,7/7/2024 6:37,18.63,220.06,Fast,Completed
904933,10689,68777,4/22/2023 11:43,4/22/2023 14:37,9.32,121.66,Fast,Completed
904934,21491,64699,9/7/2023 14:30,9/7/2023 16:00,14.79,333.11,Fast,Scheduled
904935,22257,52096,6/12/2024 23:14,6/13/2024 1:40,19.97,380.31,Fast,Interrupted
904936,24843,67266,12/31/2023 14:51,12/31/2023 17:04,11.96,226.35,Fast,Interrupted
904937,24906,57109,5/16/2023 9:13,5/16/2023 11:25,58.99,930.87,Trickle,Interrupted
904938,20375,60667,6/28/2024 21:32,6/28/2024 23:29,9.44,183.74,Normal,Completed
904939,21269,63356,3/25/2024 2:28,3/25/2024 4:56,17.62,417.89,Normal,Interrupted
904940,29193,66195,11/12/2023 6:53,11/12/2023 9:10,51.94,1105.67,Fast,Interrupted
904941,18019,51066,10/3/2023 12:49,10/3/2023 14:23,9.71,160.13,Normal,Scheduled
904942,11752,57965,9/1/2023 0:08,9/1/2023 2:29,37.32,583.64,Fast,Completed
904943,27746,58746,7/30/2023 2:29,7/30/2023 4:56,40.4,600.31,Trickle,Completed
904944,17391,61066,9/13/2024 8:22,9/13/2024 9:38,43.99,591.62,Fast,Interrupted
904945,22088,62364,4/27/2024 15:38,4/27/2024 17:19,16.97,209.67,Fast,Scheduled
904946,10100,50232,4/23/2023 15:16,4/23/2023 17:51,17.5,414.29,Trickle,Completed
904947,10028,65119,10/24/2024 23:39,10/25/2024 0:50,44.57,981.48,Normal,Interrupted
904948,29899,50678,10/9/2023 17:58,10/9/2023 18:29,55.68,955.54,Normal,Scheduled
904949,28203,63622,2/12/2023 23:49,2/13/2023 0:29,35.23,459.84,Trickle,Scheduled
904950,22929,53476,4/11/2024 19:30,4/11/2024 21:16,37.39,910.38,Fast,Interrupted
904951,27490,59954,7/16/2024 16:27,7/16/2024 18:12,17.9,387.1,Normal,Scheduled
904952,22920,56637,2/11/2024 16:43,2/11/2024 19:30,41.85,865.03,Trickle,Scheduled
904953,19172,57157,3/13/2023 20:51,3/13/2023 21:40,23.1,469.63,Trickle,Scheduled
904954,22629,59989,3/24/2025 15:40,3/24/2025 18:40,17.49,231.08,Fast,Scheduled
904955,27850,50011,3/3/2023 10:58,3/3/2023 12:00,23.43,550.3,Normal,Interrupted
904956,16539,52315,7/28/2024 4:48,7/28/2024 7:46,58.96,732.32,Fast,Interrupted
904957,14641,50498,4/16/2024 13:14,4/16/2024 14:11,30.23,700.89,Fast,Scheduled
904958,13603,58820,5/21/2023 18:43,5/21/2023 19:14,20.61,485.75,Fast,Completed
904959,29313,52017,10/10/2024 18:39,10/10/2024 20:16,17.57,358.93,Fast,Scheduled
904960,14385,57273,2/15/2024 4:36,2/15/2024 7:05,45.32,1004.23,Fast,Completed
904961,28513,61345,1/29/2025 20:57,1/29/2025 23:14,48.53,612.72,Fast,Scheduled
904962,21519,62103,5/21/2023 8:10,5/21/2023 9:18,13.77,156.56,Normal,Completed
904963,17762,57512,12/4/2024 16:33,12/4/2024 18:32,41.93,605.06,Normal,Completed
904964,22072,69403,12/23/2023 20:24,12/23/2023 22:03,11.08,148.75,Normal,Interrupted
904965,25849,53507,2/2/2024 4:23,2/2/2024 6:47,20.51,354.81,Trickle,Scheduled
904966,19460,57465,12/18/2024 7:11,12/18/2024 9:28,52.11,985.47,Normal,Completed
904967,19833,50584,8/22/2023 23:45,8/23/2023 2:01,26.06,322.75,Fast,Completed
904968,13097,68141,5/11/2024 11:00,5/11/2024 12:23,38.85,700.19,Normal,Interrupted
904969,15516,63922,7/9/2024 21:38,7/10/2024 0:05,55.31,1129.25,Fast,Scheduled
904970,20348,69891,10/21/2023 13:23,10/21/2023 15:47,51.24,1036.46,Trickle,Scheduled
904971,14413,60247,7/31/2023 18:22,7/31/2023 21:11,55.75,1007.9,Fast,Interrupted
904972,29855,60467,2/15/2023 13:04,2/15/2023 14:30,29.04,622.31,Normal,Interrupted
904973,26419,53396,10/28/2024 19:04,10/28/2024 20:45,20.86,414.82,Normal,Scheduled
904974,28142,66871,12/9/2023 4:04,12/9/2023 5:57,26.36,474.34,Normal,Interrupted
904975,17029,53878,7/2/2024 23:23,7/3/2024 0:56,39.33,529.46,Normal,Completed
904976,24890,51663,7/27/2023 9:21,7/27/2023 11:24,15.66,205.18,Fast,Interrupted
904977,16047,62833,7/23/2023 19:16,7/23/2023 20:36,8.09,175.2,Normal,Scheduled
904978,13292,51814,8/31/2023 22:52,9/1/2023 0:42,28.82,361.37,Trickle,Scheduled
904979,14229,69071,2/29/2024 17:08,2/29/2024 19:12,57.94,973.41,Fast,Scheduled
904980,14675,53409,4/25/2023 7:36,4/25/2023 8:59,29.51,606.54,Normal,Interrupted
904981,21541,60806,3/22/2023 3:44,3/22/2023 4:20,46.78,508.83,Trickle,Completed
904982,22426,50888,9/16/2024 10:23,9/16/2024 11:19,21.06,480.61,Normal,Completed
904983,27495,58715,4/3/2025 7:38,4/3/2025 10:33,47.7,743.45,Trickle,Scheduled
904984,15200,68974,10/23/2024 12:45,10/23/2024 14:17,7.43,109.48,Fast,Scheduled
904985,19532,52472,9/6/2024 16:03,9/6/2024 17:21,16.94,367.55,Normal,Interrupted
904986,21697,65067,4/5/2023 21:15,4/5/2023 23:26,42.13,480.26,Trickle,Scheduled
904987,27200,53572,1/4/2024 7:02,1/4/2024 9:18,43.38,898.97,Fast,Completed
904988,20682,66713,12/31/2023 13:58,12/31/2023 15:34,27.49,460.43,Normal,Interrupted
904989,16112,61109,1/7/2024 12:33,1/7/2024 14:59,58.5,852.06,Trickle,Scheduled
904990,12029,51327,4/9/2024 4:45,4/9/2024 6:39,38.2,627.18,Normal,Scheduled
904991,10966,53414,11/28/2023 6:50,11/28/2023 9:31,15.32,325.27,Normal,Completed
904992,26360,60020,11/27/2024 15:39,11/27/2024 17:26,34.75,349.26,Normal,Scheduled
904993,29834,64536,4/15/2023 22:43,4/16/2023 0:54,48.17,1116.57,Normal,Interrupted
904994,21809,66149,1/21/2023 10:15,1/21/2023 11:28,7.24,166.81,Normal,Scheduled
904995,26565,68440,7/20/2024 4:57,7/20/2024 7:16,7.04,85.43,Fast,Scheduled
904996,26953,64683,9/16/2024 9:43,9/16/2024 12:29,8.87,175.47,Fast,Interrupted
904997,13911,50846,4/8/2023 2:50,4/8/2023 5:48,58.97,1329.28,Normal,Interrupted
904998,20183,55471,11/22/2024 17:41,11/22/2024 19:17,33.58,625.62,Fast,Interrupted
904999,14634,67266,8/11/2024 16:21,8/11/2024 18:02,25.39,463.13,Trickle,Completed
905000,29959,53933,9/12/2024 15:33,9/12/2024 16:21,20.93,316.24,Normal,Scheduled
905001,20393,68254,8/29/2024 8:47,8/29/2024 10:56,14.94,227.86,Fast,Completed
905002,22217,68369,9/13/2023 13:36,9/13/2023 15:30,37.22,852.92,Fast,Scheduled
905003,26469,63173,6/18/2024 5:43,6/18/2024 7:59,26.63,495.47,Trickle,Completed
905004,25655,62446,11/1/2023 11:53,11/1/2023 14:05,51.21,704.12,Fast,Interrupted
905005,12910,57524,9/20/2023 18:35,9/20/2023 19:39,17.5,276.03,Normal,Scheduled
905006,14401,60704,6/21/2024 12:04,6/21/2024 14:27,27.63,327.26,Fast,Completed
905007,26471,52333,9/11/2024 2:34,9/11/2024 5:33,41.27,597.86,Fast,Completed
905008,22995,57944,10/25/2023 11:23,10/25/2023 14:07,25.68,533.43,Normal,Scheduled
905009,29442,58460,4/19/2023 3:18,4/19/2023 5:03,5.09,101.82,Fast,Completed
905010,23848,68048,12/22/2023 1:15,12/22/2023 1:54,44.47,894.68,Normal,Scheduled
905011,26875,53958,12/26/2024 15:20,12/26/2024 18:08,9.75,147.92,Normal,Completed
905012,10080,50812,10/17/2023 3:45,10/17/2023 4:21,45.91,897.04,Fast,Interrupted
905013,27176,63340,3/17/2025 18:27,3/17/2025 21:04,54.78,840.32,Fast,Completed
905014,27483,53375,10/28/2023 2:10,10/28/2023 4:41,58.2,1214.47,Fast,Scheduled
905015,23208,55761,1/3/2024 18:36,1/3/2024 19:36,13.31,332.46,Fast,Interrupted
905016,21368,56973,4/1/2023 16:21,4/1/2023 17:34,27.66,641.64,Normal,Scheduled
905017,20753,58520,10/19/2023 3:41,10/19/2023 5:29,46.42,468.16,Normal,Interrupted
905018,22694,53872,9/23/2023 9:04,9/23/2023 9:59,30.36,732.74,Fast,Scheduled
905019,15455,51953,7/5/2024 7:14,7/5/2024 8:09,54.96,807.53,Fast,Scheduled
905020,27483,50470,7/26/2024 21:28,7/26/2024 22:29,37.98,405.39,Normal,Scheduled
905021,19226,62142,9/14/2024 22:48,9/15/2024 1:28,58.37,612.65,Fast,Scheduled
905022,16943,59835,8/4/2024 17:23,8/4/2024 18:13,17.06,307.16,Trickle,Interrupted
905023,24023,63992,9/28/2024 19:08,9/28/2024 20:39,16.13,211.23,Fast,Scheduled
905024,23333,68991,1/4/2023 10:01,1/4/2023 12:02,30.15,562.02,Trickle,Scheduled
905025,28632,58322,2/25/2023 1:31,2/25/2023 4:30,17.48,239.39,Normal,Completed
905026,23216,55740,9/14/2023 3:04,9/14/2023 4:12,39.57,610.37,Trickle,Interrupted
905027,19950,62679,9/4/2023 17:42,9/4/2023 18:46,16.83,411.13,Normal,Interrupted
905028,19494,56964,1/31/2025 22:35,1/31/2025 23:17,31.35,772.88,Fast,Completed
905029,26199,69983,6/18/2024 8:50,6/18/2024 9:56,21.83,274.63,Trickle,Interrupted
905030,24331,51487,5/1/2023 4:56,5/1/2023 5:35,41.07,500.45,Fast,Completed
905031,27131,59665,1/26/2024 6:42,1/26/2024 8:13,48.63,1010.01,Fast,Completed
905032,22567,58937,1/23/2024 0:34,1/23/2024 1:59,15.64,314.01,Normal,Scheduled
905033,11026,62355,3/23/2023 2:36,3/23/2023 5:27,37.65,892.77,Fast,Scheduled
905034,14870,62881,12/7/2023 2:20,12/7/2023 3:25,35.61,741.63,Normal,Completed
905035,14800,58550,6/19/2024 6:26,6/19/2024 8:31,23.86,472.21,Fast,Scheduled
905036,20657,66761,1/17/2024 15:06,1/17/2024 15:58,24.56,360.78,Normal,Completed
905037,17211,63880,1/18/2024 3:36,1/18/2024 5:39,55.53,842.57,Normal,Completed
905038,19363,55910,8/23/2024 0:06,8/23/2024 1:50,15.71,309.2,Fast,Scheduled
905039,20123,66375,11/29/2024 23:33,11/30/2024 0:30,41.45,541.95,Normal,Scheduled
905040,10606,69785,12/7/2023 21:19,12/8/2023 0:00,15.02,263.63,Normal,Interrupted
905041,13773,60811,8/17/2023 12:15,8/17/2023 14:37,8.05,97.19,Normal,Completed
905042,13494,69465,2/1/2024 23:19,2/2/2024 0:58,51.02,1236.02,Fast,Scheduled
905043,27523,62656,11/20/2024 13:44,11/20/2024 15:57,42.97,767.85,Trickle,Completed
905044,16481,51342,1/31/2024 11:59,1/31/2024 12:56,55.92,1219.53,Trickle,Interrupted
905045,18191,58120,1/2/2023 21:46,1/2/2023 23:47,20.06,255.19,Normal,Interrupted
905046,13154,65635,2/17/2025 17:11,2/17/2025 19:44,54.06,797.73,Normal,Completed
905047,26387,65988,1/31/2024 10:37,1/31/2024 11:19,36.75,738.64,Trickle,Interrupted
905048,21785,59639,12/11/2024 12:43,12/11/2024 15:33,55.56,1080.99,Trickle,Scheduled
905049,13363,58242,3/12/2025 1:55,3/12/2025 3:36,40.39,925.24,Normal,Completed
905050,23762,55988,6/17/2024 1:08,6/17/2024 3:36,30.2,685.35,Fast,Scheduled
905051,24129,55130,10/29/2023 6:22,10/29/2023 8:37,6.96,170.68,Fast,Scheduled
905052,27610,66140,10/14/2024 16:44,10/14/2024 18:01,5.75,66.33,Fast,Completed
905053,13577,67195,7/30/2024 22:04,7/31/2024 0:33,44.88,1090.26,Normal,Completed
905054,25409,59273,1/9/2025 7:11,1/9/2025 8:18,51.76,1282.53,Fast,Completed
905055,13907,68274,11/28/2023 18:09,11/28/2023 19:49,56.69,917.92,Fast,Scheduled
905056,17446,54827,5/22/2024 23:31,5/23/2024 1:28,51.47,1039.75,Normal,Scheduled
905057,21606,58559,11/8/2024 14:49,11/8/2024 15:19,27.16,658.23,Normal,Completed
905058,14057,65407,10/16/2023 10:38,10/16/2023 11:24,25.21,468.6,Trickle,Completed
905059,15584,59797,9/22/2023 16:07,9/22/2023 18:58,5.69,61.05,Fast,Scheduled
905060,15725,63390,3/12/2025 21:50,3/12/2025 22:31,33.45,428.45,Trickle,Completed
905061,27627,57127,2/6/2025 8:59,2/6/2025 10:56,43.81,1047.12,Fast,Scheduled
905062,11041,52181,12/30/2023 5:26,12/30/2023 8:04,57.56,1172.55,Fast,Scheduled
905063,11807,58993,9/7/2024 13:22,9/7/2024 15:18,35.95,418.23,Trickle,Interrupted
905064,27827,53729,11/2/2024 13:50,11/2/2024 16:32,44.2,474.2,Fast,Completed
905065,14316,64717,6/24/2023 8:29,6/24/2023 9:03,8.12,93.51,Trickle,Completed
905066,23201,67846,8/26/2023 11:35,8/26/2023 14:11,23.36,265.47,Trickle,Completed
905067,18168,56724,12/31/2023 4:19,12/31/2023 5:19,48.49,729.85,Trickle,Scheduled
905068,24100,65046,12/3/2024 17:58,12/3/2024 20:26,6.42,109.91,Trickle,Completed
905069,19208,67512,3/22/2024 17:25,3/22/2024 19:03,17.94,222.13,Fast,Interrupted
905070,26270,59065,11/12/2023 11:01,11/12/2023 13:36,54,761.69,Trickle,Scheduled
905071,29868,60067,9/29/2024 11:50,9/29/2024 13:52,29.9,402.75,Normal,Interrupted
905072,26058,54175,4/21/2024 15:33,4/21/2024 17:25,21.31,227.98,Normal,Interrupted
905073,29820,50475,3/14/2025 14:59,3/14/2025 17:30,59.25,896.9,Normal,Completed
905074,10753,66303,8/15/2024 0:30,8/15/2024 1:33,18.1,241.38,Fast,Completed
905075,21770,54338,6/27/2023 8:12,6/27/2023 9:57,55.71,730.13,Trickle,Completed
905076,10110,68974,2/20/2025 1:14,2/20/2025 1:46,40.31,576.6,Trickle,Interrupted
905077,26338,59738,4/4/2024 4:15,4/4/2024 5:28,35.66,640.29,Fast,Scheduled
905078,10190,57726,12/30/2024 14:02,12/30/2024 16:13,36.3,826.96,Fast,Interrupted
905079,26632,58854,8/7/2024 9:53,8/7/2024 12:01,13.16,210.54,Fast,Completed
905080,28248,67528,1/17/2024 17:08,1/17/2024 17:40,33.52,817.37,Trickle,Interrupted
905081,16274,65516,1/17/2024 7:45,1/17/2024 8:32,52.66,1290.72,Trickle,Interrupted
905082,18869,54987,4/19/2023 10:56,4/19/2023 12:27,39.21,441.47,Trickle,Completed
905083,15942,66102,1/15/2024 20:58,1/15/2024 23:14,6.13,99.26,Trickle,Completed
905084,11274,66072,9/6/2023 1:15,9/6/2023 4:03,14.54,188.46,Trickle,Completed
905085,12666,59305,4/20/2023 1:00,4/20/2023 2:06,6.21,62.65,Fast,Completed
905086,16268,62169,3/23/2024 8:11,3/23/2024 10:44,11.97,153.36,Normal,Interrupted
905087,27661,64566,1/26/2024 21:23,1/27/2024 0:07,10.34,146.99,Trickle,Scheduled
905088,13280,55945,1/10/2023 5:18,1/10/2023 6:53,58.67,730.13,Fast,Interrupted
905089,18804,60365,3/3/2025 8:55,3/3/2025 9:44,44.53,515.7,Fast,Scheduled
905090,19933,63407,11/20/2024 14:51,11/20/2024 16:29,57.78,731.37,Trickle,Completed
905091,28295,59771,4/9/2025 5:10,4/9/2025 5:56,54.56,1293.82,Trickle,Scheduled
905092,13003,66561,9/15/2023 16:00,9/15/2023 18:25,25.77,631.18,Fast,Completed
905093,14575,50441,9/10/2024 19:07,9/10/2024 21:20,27.33,431.13,Fast,Scheduled
905094,10559,61671,1/22/2023 3:05,1/22/2023 5:36,32.78,729.71,Trickle,Scheduled
905095,13256,60458,2/3/2024 11:48,2/3/2024 14:01,6.19,99.72,Trickle,Scheduled
905096,22455,51907,10/10/2023 6:50,10/10/2023 8:31,57.35,1354.83,Trickle,Interrupted
905097,13373,61354,3/23/2023 6:07,3/23/2023 7:26,26.8,439.07,Normal,Scheduled
905098,10521,51945,5/1/2024 1:04,5/1/2024 3:17,31.15,741.28,Trickle,Scheduled
905099,13848,65925,4/24/2024 2:45,4/24/2024 5:07,26.49,300.65,Trickle,Completed
905100,22299,62178,3/17/2024 19:18,3/17/2024 20:50,34.75,765.21,Trickle,Interrupted
905101,28405,60254,11/26/2024 22:48,11/27/2024 0:19,34.27,544.63,Trickle,Completed
905102,11741,69358,10/30/2023 0:13,10/30/2023 0:45,5.18,84.79,Normal,Completed
905103,26384,51192,5/10/2023 12:49,5/10/2023 14:23,20.4,299.9,Fast,Scheduled
905104,20193,51095,8/20/2023 11:06,8/20/2023 11:49,52.83,907.85,Fast,Scheduled
905105,17444,66690,12/6/2023 16:38,12/6/2023 18:12,44.77,771.56,Fast,Scheduled
905106,19406,66553,12/14/2023 8:14,12/14/2023 9:29,51.41,556.07,Normal,Completed
905107,28288,64877,11/26/2023 10:12,11/26/2023 11:05,25.48,328.24,Normal,Interrupted
905108,29877,50856,4/7/2024 11:10,4/7/2024 14:00,42.69,784.23,Trickle,Completed
905109,14415,59434,4/6/2023 0:25,4/6/2023 2:55,17.18,225.93,Trickle,Completed
905110,16668,69854,3/12/2023 18:23,3/12/2023 20:56,21,382.16,Fast,Scheduled
905111,14509,60499,9/28/2023 7:06,9/28/2023 9:41,13.03,178.79,Fast,Scheduled
905112,25253,68429,7/29/2023 6:37,7/29/2023 7:23,46.7,1140.07,Trickle,Interrupted
905113,18932,54852,8/22/2023 12:49,8/22/2023 14:19,53.38,1183.62,Normal,Scheduled
905114,15420,51783,1/18/2024 1:34,1/18/2024 3:38,48.43,1186.28,Trickle,Scheduled
905115,15782,65457,12/31/2023 12:49,12/31/2023 13:55,49.91,525.73,Trickle,Completed
905116,28199,62058,3/28/2024 9:29,3/28/2024 10:16,31.17,439.42,Fast,Completed
905117,11713,52383,6/24/2023 21:12,6/24/2023 22:25,40.94,703.4,Normal,Scheduled
905118,24209,65564,7/7/2024 23:27,7/8/2024 0:27,56.8,1325.15,Trickle,Scheduled
905119,12586,56825,2/23/2023 1:16,2/23/2023 3:45,56.96,1173.9,Fast,Scheduled
905120,22992,60044,10/17/2023 2:44,10/17/2023 3:22,8.69,147.27,Trickle,Interrupted
905121,11793,50103,6/22/2024 7:37,6/22/2024 9:22,25.48,541.02,Normal,Interrupted
905122,21966,54907,11/17/2023 21:43,11/17/2023 23:08,45.5,473.07,Normal,Interrupted
905123,27918,66777,1/29/2025 13:09,1/29/2025 13:40,52.58,720.76,Trickle,Completed
905124,11087,63515,2/4/2025 11:00,2/4/2025 12:02,50.9,667.48,Fast,Interrupted
905125,20094,66699,6/23/2024 17:56,6/23/2024 18:41,24.17,377.22,Fast,Completed
905126,23661,57845,1/28/2024 8:15,1/28/2024 9:28,38.73,585.34,Fast,Completed
905127,27032,60960,3/7/2023 14:16,3/7/2023 17:13,58.74,1140.64,Fast,Scheduled
905128,22886,57265,1/8/2024 1:53,1/8/2024 3:51,22.18,237.4,Trickle,Scheduled
